place_name,state_ut,district,city_or_town,nearest_major_city,category
Sivakasi Fireworks Heritage,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Nature
Vembakottai Excavation Site,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Nature
Vembakottai Archaeological Museum,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Museum
Thiruthangal Rock Hill,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Nature
Watrap Hills,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Nature
Watrap Anaikuttam Dam,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Nature
Anaikuttam Reservoir,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Lake
Koomapatti Hills,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Nature
Koomapatti Forest,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Nature
Vembakottai Reservoir,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Lake
Shenbaga Thoppu Tribal Belt,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Nature
Muthupet Mangrove Forest,Tamil Nadu,Tiruvarur,Tiruvarur,Thanjavur,Nature
Muthupet Lagoon,Tamil Nadu,Tiruvarur,Tiruvarur,Thanjavur,Nature
Muthupet Boat Ride,Tamil Nadu,Tiruvarur,Tiruvarur,Thanjavur,Nature
Muthupet Fishing Village,Tamil Nadu,Tiruvarur,Tiruvarur,Thanjavur,Heritage
Muthupet Lighthouse,Tamil Nadu,Tiruvarur,Tiruvarur,Thanjavur,Nature
Kodiyakkarai Border Coast,Tamil Nadu,Tiruvarur,Tiruvarur,Thanjavur,Nature
Vennar River Ghats,Tamil Nadu,Tiruvarur,Tiruvarur,Thanjavur,Nature
Cauvery Delta Villages,Tamil Nadu,Tiruvarur,Tiruvarur,Thanjavur,Nature
Mannargudi Heritage Streets,Tamil Nadu,Tiruvarur,Tiruvarur,Thanjavur,Heritage
Mannargudi Haridranadhi Tank,Tamil Nadu,Tiruvarur,Tiruvarur,Thanjavur,Lake
Guruvayur,Tamil Nadu,Kerala,Kerala,Kerala,Heritage
Arjuna's Penance,Tamil Nadu,Chengalpattu,Mamallapuram,Chennai,Monument
Anamalai Tiger Reserve,Tamil Nadu,Coimbatore,Pollachi,Coimbatore,Wildlife
Palani Murugan Temple,Tamil Nadu,Dindigul,Palani,Madurai,Temple
Dindigul Fort,Tamil Nadu,Dindigul,Dindigul,Madurai,Fort
Bhavani Sangameshwarar Temple,Tamil Nadu,Erode,Bhavani,Erode,Temple
Bhavanisagar Dam,Tamil Nadu,Erode,Bhavanisagar,Erode,Lake
Yanaimalai Hill,Tamil Nadu,Madurai,Othakadai,Madurai,Hill
Vaitheeswaran Koil,Tamil Nadu,Mayiladuthurai,Vaitheeswaran Koil,Thanjavur,Temple
Nagore Dargah,Tamil Nadu,Nagapattinam,Nagore,Thanjavur,Religious Heritage
Pamban Bridge,Tamil Nadu,Ramanathapuram,Rameswaram,Madurai,Engineering Heritage
Erwadi Dargah,Tamil Nadu,Ramanathapuram,Erwadi,Madurai,Religious Heritage
Mettur Dam,Tamil Nadu,Salem,Mettur,Salem,Lake
Kolukkumalai Tea Estate,Tamil Nadu,Theni,Bodi,Theni,Tea Landscape
Tiruchendur Murugan Temple,Tamil Nadu,Thoothukudi,Tiruchendur,Tirunelveli,Temple
Kanchipuram Road Temple Belt,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Temple
Tholudur Temple Belt,Tamil Nadu,Perambalur,Perambalur,Tiruchirappalli,Temple
Kaveripakkam Temple Belt,Tamil Nadu,Ranipet,Ranipet,Chennai,Temple
Mannargudi Border Temple Belt,Tamil Nadu,Thanjavur,Thanjavur,Thanjavur,Temple
Azhwar Tirunagari Border Temple Belt,Tamil Nadu,Tirunelveli,Tirunelveli,Tirunelveli,Temple
Amirthi Waterfalls Border Route,Tamil Nadu,Tirupathur,Tirupathur,Vellore,Waterfall
Muniyappan Temple Belt,Tamil Nadu,Viluppuram,Viluppuram,Puducherry,Temple
Mugaiyur Temple Belt,Tamil Nadu,Viluppuram,Viluppuram,Puducherry,Temple
Aruppukkottai Temple Belt,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Temple
Nannilam Temple Belt,Tamil Nadu,Tiruvarur,Tiruvarur,Thanjavur,Temple
Manamathi Heritage Area,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Heritage
Parambikulam Border Landscape,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,Nature
Amaravathi Border Forest,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,Nature
Sirkazhi Border Wetlands,Tamil Nadu,Cuddalore,Cuddalore,Puducherry,Nature
Manjakuppam Heritage Area,Tamil Nadu,Cuddalore,Cuddalore,Puducherry,Heritage
Mettur Border Hills,Tamil Nadu,Dharmapuri,Dharmapuri,Salem,Nature
Krishnagiri Border Forest,Tamil Nadu,Dharmapuri,Dharmapuri,Salem,Nature
Modakurichi Rural Landscape,Tamil Nadu,Erode,Erode,Coimbatore,Nature
Perundurai Heritage Area,Tamil Nadu,Erode,Erode,Coimbatore,Heritage
Doddabetta Border Forest,Tamil Nadu,Erode,Erode,Coimbatore,Nature
Ulundurpet Heritage Area,Tamil Nadu,Kallakurichi,Kallakurichi,Salem,Heritage
Manimangalam Heritage Area,Tamil Nadu,Kancheepuram,Kancheepuram,Chennai,Heritage
Amaravathi River Landscape,Tamil Nadu,Karur,Karur,Tiruchirappalli,Nature
Pasupathipalayam Heritage Area,Tamil Nadu,Karur,Karur,Tiruchirappalli,Heritage
Hogenakkal Border Landscape,Tamil Nadu,Krishnagiri,Krishnagiri,Bengaluru,Nature
Jawadhu Border Hills,Tamil Nadu,Krishnagiri,Krishnagiri,Bengaluru,Nature
Chinnar River Landscape,Tamil Nadu,Krishnagiri,Krishnagiri,Bengaluru,Nature
Kaveripattinam Heritage Area,Tamil Nadu,Krishnagiri,Krishnagiri,Bengaluru,Heritage
Vaigai Dam Border Landscape,Tamil Nadu,Madurai,Madurai,Madurai,Nature
St George's Cathedral Heritage Area,Tamil Nadu,Madurai,Madurai,Madurai,Heritage
Samayanallur Rural Landscape,Tamil Nadu,Madurai,Madurai,Madurai,Nature
Moovalur Heritage Area,Tamil Nadu,Mayiladuthurai,Mayiladuthurai,Thanjavur,Heritage
Kalakkad-Mundanthurai Border Forest,Tamil Nadu,Kanniyakumari,Kanyakumari,Thiruvananthapuram,Nature
Sankagiri Border Hills,Tamil Nadu,Namakkal,Namakkal,Salem,Nature
Kunnam Heritage Area,Tamil Nadu,Perambalur,Perambalur,Tiruchirappalli,Heritage
Veppanthattai Rural Landscape,Tamil Nadu,Perambalur,Perambalur,Tiruchirappalli,Nature
Alathur Heritage Area,Tamil Nadu,Perambalur,Perambalur,Tiruchirappalli,Heritage
Valikandapuram Heritage Area,Tamil Nadu,Perambalur,Perambalur,Tiruchirappalli,Heritage
Labbaikudikadu Heritage Area,Tamil Nadu,Perambalur,Perambalur,Tiruchirappalli,Heritage
Kalpadi Heritage Area,Tamil Nadu,Perambalur,Perambalur,Tiruchirappalli,Heritage
Veppur Rural Landscape,Tamil Nadu,Perambalur,Perambalur,Tiruchirappalli,Nature
Aranarai Heritage Area,Tamil Nadu,Perambalur,Perambalur,Tiruchirappalli,Heritage
Perungalur Heritage Area,Tamil Nadu,Pudukottai,Pudukottai,Chennai,Heritage
Ponnai River Landscape,Tamil Nadu,Ranipet,Ranipet,Chennai,Nature
Walajapet Heritage Area,Tamil Nadu,Ranipet,Ranipet,Chennai,Heritage
Vellore Border Hills,Tamil Nadu,Ranipet,Ranipet,Chennai,Nature
Palar River Landscape,Tamil Nadu,Ranipet,Ranipet,Chennai,Nature
Kannamangalam Rural Landscape,Tamil Nadu,Ranipet,Ranipet,Chennai,Nature
Pachamalai Border Hills,Tamil Nadu,Salem,Salem,Salem,Nature
Ilayangudi Heritage Area,Tamil Nadu,Sivaganga,Sivaganga,Madurai,Heritage
Thiruppuvanam Heritage Area,Tamil Nadu,Sivaganga,Sivaganga,Madurai,Heritage
Chettinad Countryside,Tamil Nadu,Sivaganga,Sivaganga,Madurai,Nature
Papanasam Border Forest,Tamil Nadu,Tenkasi,Tenkasi,Tirunelveli,Nature
Thenmala Border Landscape,Tamil Nadu,Tenkasi,Tenkasi,Tirunelveli,Nature
Alangulam Rural Landscape,Tamil Nadu,Tenkasi,Tenkasi,Tirunelveli,Nature
Vaigai River Landscape,Tamil Nadu,Theni,Theni,Madurai,Nature
Periyakulam Heritage Area,Tamil Nadu,Theni,Theni,Madurai,Heritage
Thekkady Border Forest,Tamil Nadu,Theni,Theni,Madurai,Nature
Manimutharu Border Landscape,Tamil Nadu,Thoothukudi,Thoothukudi,Tirunelveli,Nature
Perambalur Border Hills,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Tiruchirappalli,Nature
Agaya Gangai Border Route,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Tiruchirappalli,Nature
Poongudi Rural Landscape,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Tiruchirappalli,Nature
Manachanallur Heritage Area,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Tiruchirappalli,Heritage
National College Heritage Area,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Tiruchirappalli,Heritage
Banasura Border Forest,Tamil Nadu,Tirunelveli,Tirunelveli,Tirunelveli,Nature
Natrampalli Rural Landscape,Tamil Nadu,Tirupathur,Tirupathur,Vellore,Nature
Amirthi Border Forest,Tamil Nadu,Tirupathur,Tirupathur,Vellore,Nature
Dindigul Border Hills,Tamil Nadu,Tiruppur,Tiruppur,Coimbatore,Nature
Aliyar Border Landscape,Tamil Nadu,Tiruppur,Tiruppur,Coimbatore,Nature
Kangeyam Rural Landscape,Tamil Nadu,Tiruppur,Tiruppur,Coimbatore,Nature
Koduvai Heritage Area,Tamil Nadu,Tiruppur,Tiruppur,Coimbatore,Heritage
Palladam Rural Landscape,Tamil Nadu,Tiruppur,Tiruppur,Coimbatore,Nature
Gummidipoondi Rural Landscape,Tamil Nadu,Tiruvallur,Tiruvallur,Chennai,Nature
Jalagamparai Border Route,Tamil Nadu,Tiruvannamalai,Tiruvannamalai,Vellore,Nature
Gingee Border Hills,Tamil Nadu,Tiruvannamalai,Tiruvannamalai,Vellore,Nature
Polur Heritage Area,Tamil Nadu,Tiruvannamalai,Tiruvannamalai,Vellore,Heritage
Siruvachur Border Hills,Tamil Nadu,Tiruvannamalai,Tiruvannamalai,Vellore,Nature
Kilpennathur Heritage Area,Tamil Nadu,Tiruvannamalai,Tiruvannamalai,Vellore,Heritage
Silent Valley Border Forest,Tamil Nadu,The Nilgiris,Ooty,Coimbatore,Nature
Virinjipuram Heritage Area,Tamil Nadu,Vellore,Vellore,Chennai,Heritage
Melpadi Heritage Area,Tamil Nadu,Vellore,Vellore,Chennai,Heritage
Katpadi Heritage Area,Tamil Nadu,Vellore,Vellore,Chennai,Heritage
Thirumandurai Heritage Area,Tamil Nadu,Viluppuram,Viluppuram,Puducherry,Heritage
Tindivanam Heritage Area,Tamil Nadu,Viluppuram,Viluppuram,Puducherry,Heritage
Arakandanallur Heritage Area,Tamil Nadu,Viluppuram,Viluppuram,Puducherry,Heritage
Marangiyur Rural Landscape,Tamil Nadu,Viluppuram,Viluppuram,Puducherry,Nature
Sankarapuram Border Hills,Tamil Nadu,Viluppuram,Viluppuram,Puducherry,Nature
Kalrayan Border Hills,Tamil Nadu,Viluppuram,Viluppuram,Puducherry,Nature
Chidambaram Border Wetlands,Tamil Nadu,Viluppuram,Viluppuram,Puducherry,Nature
Sattur Heritage Area,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Heritage
Sattur River Landscape,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Nature
Aruppukkottai Heritage Area,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Heritage
Watrap Rural Landscape,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Nature
Rajapalayam Rural Landscape,Tamil Nadu,Virudhunagar,Virudhunagar,Madurai,Nature
Needamangalam Heritage Area,Tamil Nadu,Tiruvarur,Tiruvarur,Thanjavur,Heritage
Point Calimere Border Wetlands,Tamil Nadu,Tiruvarur,Tiruvarur,Thanjavur,Nature
Koraiyar River Landscape,Tamil Nadu,Tiruvarur,Tiruvarur,Thanjavur,Nature
Vettaru River Landscape,Tamil Nadu,Tiruvarur,Tiruvarur,Thanjavur,Nature
Dhyanalinga Meditation Centre,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,Religious Heritage
Black Thunder Theme Park,Tamil Nadu,Coimbatore,Mettupalayam,Coimbatore,Park
